"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV960","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV961","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV962","Bacteria","Actinomycetota","Actinobacteria",NA,NA,NA,NA
"ASV963","Bacteria",NA,NA,NA,NA,NA,NA
"ASV964","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae",NA,NA
"ASV965","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV966","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV967","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV968","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae",NA,NA
"ASV969","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae_1","Clostridium_sensu_stricto",NA
"ASV970","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"ASV971","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV972","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV973","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Rhabdothermincola",NA
"ASV974","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV975","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Reyranellaceae","Reyranella",NA
"ASV976","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV977","Bacteria",NA,NA,NA,NA,NA,NA
"ASV978","Bacteria","Chloroflexota","Tepidiformia","Tepidiformales","Tepidiformaceae","Tepidiforma",NA
"ASV979","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV980","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV981","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae",NA,NA
"ASV982","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV983","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV984","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV985","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","Acidibacter",NA,NA
"ASV986","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV987","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV988","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV989","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","Arboricoccus",NA
"ASV990","Bacteria",NA,NA,NA,NA,NA,NA
"ASV991","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV992","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV993","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"ASV994","Bacteria",NA,NA,NA,NA,NA,NA
"ASV995","Bacteria","Planctomycetota","Planctomycetia","Gemmatales",NA,NA,NA
"ASV996","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Thermocatellispora",NA
"ASV997","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV998","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASV999","Bacteria","Verrucomicrobiota","Subdivision3",NA,NA,NA,NA
"ASV1000","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1001","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae",NA,NA
"ASV1002","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV1003","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"ASV1004","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA,NA
"ASV1005","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV1006","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1007","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1008","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavitalea","gansuensis"
"ASV1009","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV1010","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"ASV1011","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Tsuneonella",NA
"ASV1012","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV1013","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV1014","Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Steroidobacter",NA
"ASV1015","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV1016","Bacteria","Latescibacteria",NA,NA,NA,NA,NA
"ASV1017","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV1018","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV1019","Bacteria","Bacillota","Bacilli","Caryophanales","Paenibacillaceae","Brevibacillus",NA
"ASV1020","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae",NA,NA
"ASV1021","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV1022","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV1023","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",NA
"ASV1024","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV1025","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1026","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV1027","Bacteria","Planctomycetota","Planctomycetia","Pirellulales",NA,NA,NA
"ASV1028","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1029","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"ASV1030","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV1031","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA
"ASV1032","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1033","Bacteria","Pseudomonadota","Deltaproteobacteria",NA,NA,NA,NA
"ASV1034","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV1035","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV1036","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1037","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1038","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV1039","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV1040","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV1041","Bacteria","Bacillota","Bacilli","Caryophanales","Alicyclobacillaceae","Tumebacillus",NA
"ASV1042","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Kofleriaceae","Kofleria","flava"
"ASV1043","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV1044","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASV1045","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1046","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Catellatospora",NA
"ASV1047","Bacteria","Acidobacteriota","Acidobacteria_Gp16","Gp16",NA,NA,NA
"ASV1048","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Treboniaceae","Trebonia",NA
"ASV1049","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV1050","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV1051","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",NA
"ASV1052","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV1053","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA
"ASV1054","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV1055","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1056","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Reticulibacteraceae","Reticulibacter",NA
"ASV1057","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV1058","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1059","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lentzea",NA
"ASV1060","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV1061","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1062","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1063","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV1064","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae",NA,NA
"ASV1065","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV1066","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV1067","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA
"ASV1068","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"ASV1069","Bacteria","Actinomycetota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"ASV1070","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV1071","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV1072","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1073","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV1074","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","Acidibacter",NA,NA
"ASV1075","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae",NA,NA
"ASV1076","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1077","Bacteria","Acidobacteriota","Acidobacteria_Gp2","Gp2",NA,NA,NA
"ASV1078","Bacteria","Bacillota","Bacilli","Caryophanales","Paenibacillaceae","Paenibacillus",NA
"ASV1079","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV1080","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV1081","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV1082","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV1083","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV1084","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV1085","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV1086","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Treboniaceae","Trebonia",NA
"ASV1087","Bacteria","Acidobacteriota","Acidobacteria_Gp5","Gp5",NA,NA,NA
"ASV1088","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1089","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces",NA
"ASV1090","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1091","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1092","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Brucella",NA
"ASV1093","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium",NA
"ASV1094","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV1095","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV1096","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1097","Bacteria","Actinomycetota","Actinobacteria","Jatrophihabitantales","Jatrophihabitantaceae","Jatrophihabitans",NA
"ASV1098","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1099","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV1100","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV1101","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV1102","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1103","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV1104","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV1105","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1106","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV1107","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Evansella",NA
"ASV1108","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV1109","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV1110","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV1111","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV1112","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV1113","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis",NA
"ASV1114","Bacteria","Actinomycetota","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Geodermatophilus",NA
"ASV1115","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1116","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1117","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV1118","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1119","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV1120","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Pedococcus",NA
"ASV1121","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1122","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Roseiarcaceae","Roseiarcus",NA
"ASV1123","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV1124","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV1125","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1126","Bacteria","Acidobacteriota","Acidobacteria_Gp16","Gp16",NA,NA,NA
"ASV1127","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1128","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV1129","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV1130","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV1131","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV1132","Bacteria","Bacillota","Bacilli","Caryophanales","Paenibacillaceae","Paenibacillus",NA
"ASV1133","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1134","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV1135","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV1136","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1137","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV1138","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV1139","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1140","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV1141","Bacteria","Acidobacteriota","Acidobacteria_Gp2","Gp2",NA,NA,NA
"ASV1142","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV1143","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV1144","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV1145","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV1146","Bacteria","Actinomycetota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","sulfonofaciens"
"ASV1147","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1148","Bacteria","Cyanobacteriota","Cyanophyceae",NA,NA,NA,NA
"ASV1149","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA
"ASV1150","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1151","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV1152","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV1153","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV1154","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV1155","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1156","Bacteria","Actinomycetota","Actinobacteria","Geodermatophilales","Geodermatophilaceae",NA,NA
"ASV1157","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV1158","Bacteria","Pseudomonadota","Deltaproteobacteria",NA,NA,NA,NA
"ASV1159","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV1160","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1161","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1162","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV1163","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Pseudoaliinostoc",NA
"ASV1164","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV1165","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV1166","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"ASV1167","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV1168","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV1169","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","Acidibacter",NA,NA
"ASV1170","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV1171","Bacteria","Acidobacteriota","Acidobacteria_Gp10","Gp10",NA,NA,NA
"ASV1172","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV1173","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1174","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV1175","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV1176","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV1177","Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Steroidobacter",NA
"ASV1178","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV1179","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV1180","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1181","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1182","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1183","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1184","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Reyranellaceae","Reyranella",NA
"ASV1185","Bacteria","Acidobacteriota","Acidobacteria_Gp10","Gp10",NA,NA,NA
"ASV1186","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",NA
"ASV1187","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera",NA
"ASV1188","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV1189","Bacteria","Bacillota","Bacilli","Caryophanales","Caryophanaceae",NA,NA
"ASV1190","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV1191","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae",NA,NA
"ASV1192","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV1193","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV1194","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV1195","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera",NA
"ASV1196","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1197","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV1198","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Puia",NA
"ASV1199","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV1200","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Terricaulis",NA
"ASV1201","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1202","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Niastella","populi"
"ASV1203","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV1204","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"ASV1205","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV1206","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Vitreimonas",NA
"ASV1207","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1208","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV1209","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
